With article id: 1478bf7b-1c23-4235-9ed2-b8c287fc952c and link: http://www.reuters.com/finance/stocks/INWN.NS/key-developments/article/3268357
'638590509603274752'	Inox Wind Says: Will Be Responsible For Entire Project Lifecycle @CNBCTV18Live
'646888808378568704'	Report:  Asia-Pacific Hip Reconstruction Market Outlook to 2020: Research Report by ... -… http://t.co/lftgFJNHpj #AsiaPacific
'641113561167585280'	#Muzaffargarh: Oil theft from PARCO oil refinery pipes caught
'647010755133468672'	Shanghai passes milestone in crude launch: http://t.co/orh1JEpiaY #crude #oil
'641926582249066496'	RT @TradingFloorcom: No return to $100/b oil before 2020: Hansen http://t.co/fZu5ueAefT #crude $OIL
'647398961326768128'	Why crude oil prices are set for further collapse – DMO | Post-Nigeria http://t.co/1SGbykR8Jk
'638967515331170304'	Oil Minister Says: Cabinet Decision On Revenue Sharing Of Oil Fields Is A Paradigm Shift: Oil India 452.95 +0.12% @CNBCTV18Live
'641579554671316996'	@Independent So why everyone come to Spain :)
----------
With article id: 2f802367-c298-4816-b9c9-fcc30910123a and link: http://www.1070wapi.com/news/inside-trevor-noahs-final-test-run-for-the-new-daily-show/
'647500331098767360'	.@Trevornoah has a huge task in front of him taking over @TheDailyShowon Monday, so he's getting some practice... http://t.co/iAW7jF4rUN
'648915020110172164'	'The Daily Show With Trevor Noah': Was new host a hit or miss? http://t.co/pNFv0N9msX
'649175367471644672'	ICYMI: Here’s Trevor Noah’s interview with Kevin Hart on The Daily Show: South African comedian Trevor Noah de... http://t.co/Ec5bSQ8Yh5
'648290543521284096'	Can new 'Daily Show' host Trevor Noah find his voice in a crowded late-night TV landscape? http://t.co/KQKzhSriKj
'643835515142324224'	Trevor Noah gets dropped by big broadcaster http://t.co/8C7JzqfcnJ
'648681528285786112'	#EntertainmentNow - Trevor Noah Replaces Jon Stewart On ‘The Daily Show’ Tonight http://t.co/GzMmq3eV34 @BackstageOL
'647221551314661376'	Newly released data shows a 21% decrease in new teacher licenses from last year. http://t.co/zI7Fj2d810
'648890958482960385'	Reaction to Trevor Noah’s debut on ‘Daily Show’ http://t.co/0dS2ojvmXv http://t.co/OCOeUV5RGg
'648624187704279040'	6 Reasons We’re Pumped For Trevor Noah’s ‘Daily Show’ Debut http://t.co/gHduIbWagT
'648881210400374784'	If Jon Stewart was America's political dad, Trevor Noah says he's the new stepdad. Recap of his “Daily Show” debut: http://t.co/FfZ7CKupsq
'643467294585303040'	@morninggloria (and Trevor Noah!)
'644595513971613696'	Trevor Noah is SA Social Star of 2015- http://t.co/GauCCx56XF
'647481883551494144'	Every South African is excited about Trevor Noah hosting The Daily Show . On the 28th of September,2015  this... http://t.co/9P9Y7ogsbf
'639517225494425600'	Trevor Noah, co-hosts, in new Daily Show promo http://t.co/8XH1U3fMJT
'639072806521675776'	RT @Bandana_Shah: "Don't speak down to your audience, engage your audience," @shadirahimi @ajplus  #Wii2015
'648891082105864192'	RT @DrJasonJohnson: Trevor Noah's Deeply Personal and Wholly Radical @TheDailyShow debut http://t.co/vYMrQfU6Yz @LVBurke @ellisonreport @Pu…
'649007103835832320'	Trevor Noah pays tribute to Jon Stewart in his debut as Daily Show host http://t.co/hmmdOIfiED http://t.co/WmvCaF4d4X
'649211770817650688'	How Trevor Noah’s ‘The Daily Show’ is like a new iPhone http://t.co/44TXeOqfVD http://t.co/cUArvbQjvY
'648886599829319680'	When Trevor Noah was allowed to be Trevor Noah on last night's Daily Show, he killed it. http://t.co/GHf516RBrN
'639362696157249536'	WATCH: Trevor Noah assures correspondents “nothing's going to change” on #TheDailyShow: http://t.co/MwrUK1bCAE http://t.co/jb3i5nys7p
'643196614140645376'	"But the industry chases a sure thing until the audience says “Eh,” 1/2
'647368718335406080'	Trevor Noah Named South African of the Year: http://t.co/UV5k08OzUM #SouthAfrica
'648541452738412545'	Tonight will premier the first The Daily Show without Jon Stewart since 16 years. I love Trevor Noah, but he has... http://t.co/qFBVm6odpy
'648131355612725248'	Trevor Noah on ‘The Daily Show’ and His ‘Jewish Yoda,’ Jon Stewart, via @nytimes http://t.co/rZOOHFzJxN
'648983805852811265'	Will we love Trevor Noah? http://t.co/jEAOSZVJvt Yessssssssssss!
'648489529419034624'	Here’s where you can watch Trevor Noah’s The Daily Show debut tomorrow http://t.co/87tVNmvCqU
'643960454293921792'	Amazing audience!!!  https://t.co/0i9qbY5KDG
'647282672469868544'	@Mistress_LeBeau Something something captive audience.
'645968691612545025'	RT @WritersofColour: 'A new era in American culture begins next Monday, when Trevor Noah replaces Jon Stewart as host of The Daily Show.' h…
'643501251989270528'	@LorcanRK most of twitter's audience is mobile. Most of the audience for that tweet will see it. So in a way, very useful.
'647414249095086081'	Trevor Noah really digs Rand Paul
'647476093453144064'	The Broncos demolished the Roosters 31-12 in front of a sellout crowd at Suncorp Stadium last night to book a place in the NRL Grand Final.
'648692390220402688'	I don’t feel like opening his first episode of The Daily Show by burning Jon Stewart in effigy was the right way for Trevor Noah to begin.
'647406361135947776'	Trevor Noah taking questions from the press on the eve of his Daily Show premier. https://t.co/ZBqKSK61Y8
'647304606293356544'	Trevor Noah voted leading South African http://t.co/hEHMstjaqc http://t.co/u0wreub553
'648942922814111745'	Celebrities applaud Trevor Noah http://t.co/hr9HLNqTyI http://t.co/BF7MvkDW5B
'647765318849290240'	Trevor Noah’s ‘Daily Show’ Won’t Be Jon Stewart’s http://t.co/WqadI4oRqg
'647397704528740352'	I'm at @TheDailyShow with Trevor Noah in New York, NY https://t.co/8fXTSI08Bi
'647446174279069696'	I'm (almost) old enough to remember when Speaker of the House was one of the most secure jobs in politics: http://t.co/ZPNcIX9KSr
'648972740351893504'	RT @TheLloydGrove: Trevor Noah’s Crude, Clumsy ‘Daily Show’ Debut - The Daily Beast http://t.co/gjLX1doyGW
'638571095482695681'	@kyhwana yup, surprisingly huge audience.
'644053150517854208'	Trevor Noah gets dropped by big broadcaster http://t.co/Tg2Uujr07H
'648489415623356416'	Nyong'o's advice to Trevor Noah: South African comedian Trevor Noah finally makes his debut Monday as the new ... http://t.co/llvcjeGu98
'649065883407654912'	Totally forgot that Trevor Noah had a second show tonight
'647569324828438528'	Inside Trevor Noah's final test run for the new 'Daily Show' http://t.co/7mmPy8jbcJ
'648309656960561152'	Trevor Noah Hosts His Final Test ‘Daily Show’ http://t.co/hO0jsKu06l
'640846034248187904'	@Suparn Sure, but always worth remembering that 'servicing the audience' =/= 'pandering to the audience'.
'648453589401251840'	You don't want to miss my show today on @Radio702 .Today is unofficial Trevor Noah Day and a celebration of SA Comedy.
'648511928504090624'	The politics of Trevor Noah: he'll be visited in New York today by South Africa's foreign minister, hours before his Daily Show debut
'645028170148646912'	@Anomaly100 you just gave someone with an audience of 21 a much broader audience. #IStandWithPP
'648250113593344001'	Trevor Noah Hosts His Final Test ‘Daily Show’ http://t.co/Zg83ok042v
'648488327230955520'	Trevor Noah is 21 years younger than Jon Stewart so maybe his Daily Show is meant to appeal to a demographic other than the old Daily Show.
'647820779158044672'	Inside Trevor Noah’s Final Test Run for the New “Daily Show” http://t.co/2d3rRJsFsh
'648665899092836356'	RT @danielralston: Here's Everything Trevor Noah Got Wrong About Here's Everything Trevor Noah Got Right Here's What Trevor Noah Totally Na…
'647111954583175168'	@KelliMarshall I'm the intended audience!!
'648301512389693440'	Will Trevor Noah’s millennial status set the new "Daily Show" apart? http://t.co/tAdzStH7OK
'640320724146765826'	Trevor Noah: from Soweto to new host of the Daily Show | Observer profile http://t.co/6q3bJ1IELb
'644346284111847424'	@michelledean He was a genius of saying the pitch-perfect thing for the right audience!
'648490225900081152'	Minister Maite Nkoana-Mashabane will attend the premier of The Daily Show, under a new host, South African comedian Mr Trevor Noah. #DIRCO
'647294575497887744'	Trevor Noah named South African of the year http://t.co/4uWBKrsj3h Via @TheJuiceSA http://t.co/OGrAinzG1g
'648671044836790272'	Video:  Trevor Noah: I'm not Jon Stewart http://t.co/Mm44UsZI8F
'648474472861822976'	Where to Be, What to Watch: Trevor Noah debuts as host of @TheDailyShow and broadcast fall premieres continue: http://t.co/WxvGk95aL6
----------
With article id: 2c64c5a7-09af-442f-a55c-000093ffbc26 and link: http://www.azcentral.com/story/news/local/tempe/breaking/2015/09/26/tempe-police-looking-for-missing-84-year-old-woman/72900748/
'647902570732650496'	Please help find missing 84 year old Betty Brown. Driving 09Chevy Aveo AZ plt BJG3980. Lst seen in Tempe at 11:15 am. http://t.co/mb77qBDcmj
'641768363463602176'	Ahwatukee Foothills: Tempe company helping police get a leg up in training http://t.co/L9GM59FpQf #news
'645545861250879488'	Police searching for missing 89-year-old: Police in New Plymouth are searching for an 89-year-old man who was ... http://t.co/acJHyht9KI
'643908052660305920'	Headlines | Police Seek Public's Assistance in Finding Missing Woman http://t.co/PXNnfVz2LF
'648004123925721088'	Police are asking for the community's help locating a missing #Gilroy man: http://t.co/ibMsc1UgSi
'648573394770726912'	Police in Scott Co., Indiana investigating after man found shot to death.http://t.co/R835rth59A
'645596528095039488'	Ahwatukee Foothills: Missions of relief: Ahwatukee nurse starting own business to allow for more medical trips http://t.co/S23RCuKiJI #news
'646397824951799808'	57-year-old suspect in police custody after shooting in Wilno, Ont., police say http://t.co/LLkHApTdtB http://t.co/AdyJFGIWLK
'645379415631749120'	Ahwatukee Foothills: Ahwatukee welcomed Mayor Stanton this week http://t.co/FEWgq2fas1 #news
'649032305852309506'	84-year-old Frederick County man missing http://t.co/kQyeMZHTkP
'639246956733308930'	Scott Walker ties Obama 'attitude' to police killings: http://t.co/4NjxbbxSn0 http://t.co/3y4QSwHrVR
'639390623213096961'	Ahwatukee Foothills: Driving With Gass…Man! http://t.co/DICjfUvvAt #news
'645609234659430400'	RT @9NewsAdel: Police are seeking public assistance to help locate missing 34 y/o Sean Brown who was last seen in the Marino. #9News http:/…
'647943735452528640'	#Halifax District #RCMP seek public's assistance locating missing #LowerSackville woman https://t.co/dPdKa8cNun
'647823398895230976'	Camden Metro Police Chief Scott Thomson. #PopeInPhilly http://t.co/eLVXCDLtQE
'639275888165543941'	RT @thehill: Scott Walker ties Obama 'attitude' to police killings: http://t.co/EqZj5oSXaN http://t.co/wJ7HXDvX0X
'648268005764263936'	Tempe fire says last night's incident might mean restrictions on size of concerts at Tempe beach park. #12news
'639737345567158272'	Ahwatukee Foothills: Foothills Women’s Club kicks off new season Sept. 9 http://t.co/qclxDBkWs0 #news
'648958990957678592'	Vero Beach police seeking public's help in locating missing woman http://t.co/X7wWfmiAU7
'638950802099335168'	Tempe PD was looking for a suspect near Mill/University earlier tonight. Search has stopped. No students in danger.
'642780181598486528'	3-year-old-struck-and-killed-in-newark-police-chase
'641867351520968704'	5-year old missing in Harare: Police are looking for a 5-year old boy who went missing on Saturday at around 8... http://t.co/CTMRerLHuh
'645589407655854080'	Police need your help to locate missing 34-year-old Sean Brown https://t.co/lFiay2f60k http://t.co/eqihoJreiV
'648018203818352641'	Ten to 12 concertgoers are injured after crowd rushes stage at Tempe, Ariz., music festival http://t.co/ATlH64lptN
'644088781922922497'	Headlines | Police Seek Public's Assistance in Finding Missing Woman http://t.co/PXNnfVz2LF
'640219441700147202'	#BREAKING: Police say missing 11-year-old has been found
'639366991535546368'	Offt. John Scott QC: Parliament determines police powers, not the police http://t.co/iCCmOoX2F3
'643530439932702720'	RT @WNTonight: NEW: Former police officer Michael Slager denied bond in Walter Scott murder case -@jasonvolack
'639128497101799424'	Police seek missing 14-year-old girl who  may be in St. Louis: http://t.co/Ks71i9T9WO
'647903286578806784'	RT @TempePolice: Please help find missing 84 year old Betty Brown. Driving 09Chevy Aveo AZ plt BJG3980. Lst seen in Tempe at 11:15 am. http…
'641727167890591744'	Police seek public's help finding missing 37-year-old Portland woman #LiveOnk2 http://t.co/vYnJeT7Tvk http://t.co/NPifYu8rff
'649278886702792704'	Ahwatukee Foothills: CenturyLink expands high-speed fiber http://t.co/2ySvrJKJ3P #news
'644468232670302208'	RT @abc15sev: PD: 5 Tempe vehicle fires linked to same suspect http://t.co/GaexEFIFi3
'646057781422788608'	Ahwatukee Foothills: Flavors of Fall http://t.co/QrHOx1mHbh #news
'639179675613429760'	An 84-year-old Lowell woman was charged with assault today after allegedly attacking her neighbor http://t.co/Cgl9e1eSsg #7News
'647933145023672321'	RT @TempePolice: The missing elderly female, Betty Brown, has been located in good health and reunited with her family. Thank you!
'645594135639007232'	Police are seeking public assistance to help locate missing 34 y/o Sean Brown who was last seen in the Marino. #9News http://t.co/XQaRSPtZB9
